event_name,bracket_stage,match_id,match_datetime,map_name,team1_name,team1_score,team2_name,team2_score,player_name,player_team,agent_played,rating_2_0,ACS,KDRatio,KAST_pct,ADR,total_kills,total_deaths,total_assists,game_type
Champions Tour North America: Last Chance Qualifier,"Main Event: 
						Lower Round 2",123332,"Thursday, August 11th 1:00 PM PDT",Fracture,100 Thieves,15.0,Sentinels,17.0,TenZ,SEN,chamber,1.27,267.0,1.261,,172.0,29.0,23.0,3.0,Regular Season
Champions Tour North America: Last Chance Qualifier,"Main Event: 
						Lower Round 2",123332,"Thursday, August 11th 1:00 PM PDT",Breeze,100 Thieves,13.0,Sentinels,7.0,TenZ,SEN,chamber,1.16,245.0,1.385,,166.0,18.0,13.0,3.0,Regular Season
Champions Tour North America: Last Chance Qualifier,"Main Event: 
						Lower Round 2",123332,"Thursday, August 11th 1:00 PM PDT",Haven,100 Thieves,13.0,Sentinels,11.0,TenZ,SEN,chamber,1.45,310.0,1.529,,188.0,26.0,17.0,3.0,Regular Season
Champions Tour Europe Stage 2: Challengers 1,"Main Event: 
						Semifinals",14837,"Thursday, April 8th 8:00 AM PDT",Haven,Ninjas in Pyjamas,13.0,Guild Esports,6.0,Ex6TenZ,NIP,skye,0.87,131.0,0.818,,84.0,9.0,11.0,5.0,Playoffs
Champions Tour Europe Stage 2: Challengers 1,"Main Event: 
						Semifinals",14837,"Thursday, April 8th 8:00 AM PDT",Bind,Ninjas in Pyjamas,5.0,Guild Esports,13.0,Ex6TenZ,NIP,skye,0.8,187.0,0.812,,110.0,13.0,16.0,0.0,Playoffs
Champions Tour Europe Stage 2: Challengers 1,"Main Event: 
						Semifinals",14837,"Thursday, April 8th 8:00 AM PDT",Split,Ninjas in Pyjamas,10.0,Guild Esports,13.0,Ex6TenZ,NIP,breach,0.69,122.0,0.562,,75.0,9.0,16.0,15.0,Playoffs
Champions Tour North America Stage 2: Challengers Finals,"Main Event: 
						Upper Bracket Quarterfinals",16999,"Thursday, April 29th 1:00 PM PDT",Ascent,Version1,13.0,Sentinels,4.0,TenZ,SEN,jett,0.49,151.0,0.5,,95.0,8.0,16.0,3.0,Playoffs
Champions Tour North America Stage 2: Challengers Finals,"Main Event: 
						Upper Bracket Quarterfinals",16999,"Thursday, April 29th 1:00 PM PDT",Haven,Version1,6.0,Sentinels,13.0,TenZ,SEN,jett,1.15,257.0,1.333,,169.0,16.0,12.0,5.0,Playoffs
Champions Tour North America Stage 2: Challengers Finals,"Main Event: 
						Upper Bracket Quarterfinals",16999,"Thursday, April 29th 1:00 PM PDT",Split,Version1,3.0,Sentinels,13.0,TenZ,SEN,reyna,0.38,218.0,0.647,,143.0,11.0,17.0,5.0,Playoffs
Champions Tour North America Stage 2: Challengers 2,"Main Event: 
						Lower Bracket Round 1",16992,"Thursday, April 22nd 5:10 PM PDT",Haven,T1,13.0,Sentinels,9.0,TenZ,SEN,jett,,,0.895,,,17.0,19.0,2.0,Playoffs
Champions Tour North America Stage 2: Challengers 2,"Main Event: 
						Lower Bracket Round 1",16992,"Thursday, April 22nd 5:10 PM PDT",Split,T1,10.0,Sentinels,13.0,TenZ,SEN,raze,1.22,272.0,1.118,,166.0,19.0,17.0,7.0,Playoffs
Champions Tour North America Stage 2: Challengers 2,"Main Event: 
						Lower Bracket Round 1",16992,"Thursday, April 22nd 5:10 PM PDT",Icebox,T1,10.0,Sentinels,13.0,TenZ,SEN,raze,0.7,198.0,0.722,,134.0,13.0,18.0,9.0,Playoffs
Champions Tour North America Stage 2: Challengers 2,"Main Event: 
						Upper Bracket Quarterfinals",16985,"Thursday, April 22nd 12:00 PM PDT",Haven,Andbox,15.0,Sentinels,13.0,TenZ,SEN,jett,1.53,342.0,1.6,,199.0,32.0,20.0,8.0,Playoffs
Champions Tour North America Stage 2: Challengers 2,"Main Event: 
						Upper Bracket Quarterfinals",16985,"Thursday, April 22nd 12:00 PM PDT",Split,Andbox,13.0,Sentinels,11.0,TenZ,SEN,raze,0.61,182.0,0.619,,130.0,13.0,21.0,5.0,Playoffs
Occitanie Esports 2020,"Main Event: 
						Grand Final",3027,"Sunday, September 27th 9:30 AM PDT",TBD,Opportunists,0.0,FeaFeaFea,0.0,Ex6TenZ,Fea,,,,,,,,,,Playoffs
Occitanie Esports 2020,"Main Event: 
						Grand Final",3027,"Sunday, September 27th 9:30 AM PDT",Ascent,Opportunists,3.0,FeaFeaFea,13.0,Ex6TenZ,Fea,omen,,258.0,2.5,,167.0,15.0,6.0,4.0,Playoffs
Occitanie Esports 2020,"Main Event: 
						Grand Final",3027,"Sunday, September 27th 9:30 AM PDT",Split,Opportunists,13.0,FeaFeaFea,9.0,Ex6TenZ,Fea,brimstone,,78.0,0.333,,47.0,6.0,18.0,4.0,Playoffs
Occitanie Esports 2020,"Main Event: 
						Grand Final",3027,"Sunday, September 27th 9:30 AM PDT",Haven,Opportunists,8.0,FeaFeaFea,13.0,Ex6TenZ,Fea,omen,,213.0,1.25,,180.0,15.0,12.0,7.0,Playoffs
Occitanie Esports 2020,"Main Event: 
						Grand Final",3027,"Sunday, September 27th 9:30 AM PDT",Bind,Opportunists,9.0,FeaFeaFea,13.0,Ex6TenZ,Fea,omen,,88.0,0.538,,64.0,7.0,13.0,5.0,Playoffs
Occitanie Esports 2020,"Main Event: 
						Upper Semifinals",3024,"Sunday, September 20th 9:00 AM PDT",Unknown,Unknown,,Unknown,,Ex6TenZ,Fea,omen,,195.0,,,108.0,20.0,15.0,3.0,Playoffs
Occitanie Esports 2020,"Main Event: 
						Upper Quarterfinals",3021,"Sunday, September 20th 8:00 AM PDT",Unknown,Unknown,,Unknown,,Ex6TenZ,Fea,brimstone,,259.0,,,139.0,17.0,10.0,1.0,Playoffs
Occitanie Esports 2020,"Main Event: 
						Upper Round of 16",3014,"Sunday, September 20th 6:00 AM PDT",Unknown,Unknown,,Unknown,,Ex6TenZ,Fea,omen,,169.0,,,119.0,11.0,6.0,4.0,Playoffs
Renegades x NSG Invitational,"Main Event: 
						Consolation Final",4106,"Sunday, October 18th 4:05 PM PDT",Haven,Moon Raccoons,11.0,Cloud9,13.0,TenZ,C9,phoenix,,255.0,1.714,,150.0,24.0,14.0,2.0,Playoffs
Renegades x NSG Invitational,"Main Event: 
						Consolation Final",4106,"Sunday, October 18th 4:05 PM PDT",Ascent,Moon Raccoons,8.0,Cloud9,13.0,TenZ,C9,jett,,313.0,1.533,,185.0,23.0,15.0,5.0,Playoffs
Renegades x NSG Invitational,"Main Event: 
						Semifinals",3695,"Sunday, October 18th 12:45 PM PDT",Ascent,Cloud9,10.0,Immortals,13.0,TenZ,C9,jett,,113.0,0.5,,80.0,9.0,18.0,4.0,Playoffs
Renegades x NSG Invitational,"Main Event: 
						Semifinals",3695,"Sunday, October 18th 12:45 PM PDT",Split,Cloud9,13.0,Immortals,10.0,TenZ,C9,reyna,,313.0,1.867,,168.0,28.0,15.0,4.0,Playoffs
Renegades x NSG Invitational,"Main Event: 
						Semifinals",3695,"Sunday, October 18th 12:45 PM PDT",Haven,Cloud9,13.0,Immortals,15.0,TenZ,C9,reyna,,196.0,0.826,,129.0,19.0,23.0,8.0,Playoffs
Renegades x NSG Invitational,"Main Event: 
						Quarterfinals",3692,"Sunday, October 18th 10:00 AM PDT",Ascent,FaZe Clan,10.0,Cloud9,13.0,TenZ,C9,jett,,322.0,1.15,,186.0,23.0,20.0,5.0,Playoffs
Renegades x NSG Invitational,"Main Event: 
						Quarterfinals",3692,"Sunday, October 18th 10:00 AM PDT",Bind,FaZe Clan,8.0,Cloud9,13.0,TenZ,C9,jett,,297.0,2.2,,195.0,22.0,10.0,4.0,Playoffs
Valorant Champions Tour Stage 2: Masters Reykjavík,"Main Event: 
						Grand Final",19089,"Sunday, May 30th 10:00 AM PDT",Split,Sentinels,14.0,FNATIC,12.0,TenZ,SEN,raze,1.06,268.0,1.091,,163.0,24.0,22.0,8.0,Playoffs
Valorant Champions Tour Stage 2: Masters Reykjavík,"Main Event: 
						Grand Final",19089,"Sunday, May 30th 10:00 AM PDT",Bind,Sentinels,16.0,FNATIC,14.0,TenZ,SEN,reyna,1.59,323.0,1.737,,197.0,33.0,19.0,13.0,Playoffs
Valorant Champions Tour Stage 2: Masters Reykjavík,"Main Event: 
						Grand Final",19089,"Sunday, May 30th 10:00 AM PDT",Haven,Sentinels,13.0,FNATIC,11.0,TenZ,SEN,jett,1.2,277.0,1.1,,176.0,22.0,20.0,4.0,Playoffs
Champions Tour North America Stage 2: Challengers Finals,"Main Event: 
						Grand Final",17391,"Sunday, May 2nd 1:00 PM PDT",Bind,Sentinels,13.0,Version1,8.0,TenZ,SEN,reyna,1.2,253.0,1.5,,142.0,18.0,12.0,4.0,Playoffs
Champions Tour North America Stage 2: Challengers Finals,"Main Event: 
						Grand Final",17391,"Sunday, May 2nd 1:00 PM PDT",Haven,Sentinels,13.0,Version1,9.0,TenZ,SEN,jett,1.09,260.0,1.615,,159.0,21.0,13.0,4.0,Playoffs
Champions Tour North America Stage 2: Challengers Finals,"Main Event: 
						Grand Final",17391,"Sunday, May 2nd 1:00 PM PDT",Icebox,Sentinels,13.0,Version1,9.0,TenZ,SEN,reyna,0.97,285.0,1.158,,169.0,22.0,19.0,5.0,Playoffs
VALORANT Academy EU - Closed Series,"Week 3: 
						Semifinals",88,"Sunday, May 10th 8:00 AM PDT",Unknown,Unknown,,Unknown,,Ex6TenZ,SFCS,,,0.0,,,,0.0,0.0,0.0,Regular Season
VALORANT Academy EU - Closed Series,"Week 3: 
						Semifinals",88,"Sunday, May 10th 8:00 AM PDT",Split,StartedFromCS,4.0,Prodigy,13.0,Ex6TenZ,SFCS,,,0.0,,,,0.0,0.0,0.0,Regular Season
Champions Tour 2024: Americas Kickoff,"Playoffs: 
						Grand Final",303086,"Sunday, March 3rd 2:00 PM PST",Sunset,LOUD,9.0,Sentinels,13.0,TenZ,SEN,omen,1.55,289.0,1.846,,202.0,24.0,13.0,8.0,Playoffs
Champions Tour 2024: Americas Kickoff,"Playoffs: 
						Grand Final",303086,"Sunday, March 3rd 2:00 PM PST",Split,LOUD,3.0,Sentinels,13.0,TenZ,SEN,omen,1.5,272.0,2.286,,174.0,16.0,7.0,4.0,Playoffs
Champions Tour 2024: Americas Kickoff,"Playoffs: 
						Grand Final",303086,"Sunday, March 3rd 2:00 PM PST",Icebox,LOUD,13.0,Sentinels,11.0,TenZ,SEN,kayo,1.17,210.0,0.941,,132.0,16.0,17.0,20.0,Playoffs
Champions Tour 2024: Americas Kickoff,"Playoffs: 
						Grand Final",303086,"Sunday, March 3rd 2:00 PM PST",Bind,LOUD,13.0,Sentinels,8.0,TenZ,SEN,yoru,0.88,220.0,0.737,,139.0,14.0,19.0,7.0,Playoffs
Champions Tour 2024: Americas Kickoff,"Playoffs: 
						Grand Final",303086,"Sunday, March 3rd 2:00 PM PST",Lotus,LOUD,4.0,Sentinels,13.0,TenZ,SEN,omen,1.04,239.0,1.0,,141.0,14.0,14.0,9.0,Playoffs
Champions Tour 2024: Masters Madrid,"Playoffs: 
						Grand Final",312779,"Sunday, March 24th 9:15 AM PDT",Breeze,Gen.G,13.0,Sentinels,8.0,TenZ,SEN,kayo,1.24,235.0,1.067,,141.0,16.0,15.0,12.0,Playoffs
Champions Tour 2024: Masters Madrid,"Playoffs: 
						Grand Final",312779,"Sunday, March 24th 9:15 AM PDT",Bind,Gen.G,12.0,Sentinels,14.0,TenZ,SEN,gekko,0.95,178.0,0.889,,110.0,16.0,18.0,9.0,Playoffs
Champions Tour 2024: Masters Madrid,"Playoffs: 
						Grand Final",312779,"Sunday, March 24th 9:15 AM PDT",Ascent,Gen.G,13.0,Sentinels,8.0,TenZ,SEN,omen,1.21,225.0,1.188,,151.0,19.0,16.0,6.0,Playoffs
Champions Tour 2024: Masters Madrid,"Playoffs: 
						Grand Final",312779,"Sunday, March 24th 9:15 AM PDT",Split,Gen.G,10.0,Sentinels,13.0,TenZ,SEN,omen,1.08,189.0,1.067,,113.0,16.0,15.0,11.0,Playoffs
Champions Tour 2024: Masters Madrid,"Playoffs: 
						Grand Final",312779,"Sunday, March 24th 9:15 AM PDT",Icebox,Gen.G,6.0,Sentinels,13.0,TenZ,SEN,kayo,1.24,278.0,1.143,,185.0,16.0,14.0,16.0,Playoffs
Champions Tour North America Stage 1: Masters,"Main Event: 
						Grand Final",12557,"Sunday, March 21st 1:00 PM PDT",Ascent,Sentinels,13.0,FaZe Clan,11.0,TenZ,SEN,jett,,240.0,1.0,,151.0,18.0,18.0,4.0,Playoffs
Champions Tour North America Stage 1: Masters,"Main Event: 
						Grand Final",12557,"Sunday, March 21st 1:00 PM PDT",Bind,Sentinels,13.0,FaZe Clan,7.0,TenZ,SEN,reyna,,260.0,1.636,,166.0,18.0,11.0,9.0,Playoffs
Champions Tour North America Stage 1: Masters,"Main Event: 
						Grand Final",12557,"Sunday, March 21st 1:00 PM PDT",Haven,Sentinels,13.0,FaZe Clan,4.0,TenZ,SEN,jett,,235.0,2.429,,124.0,17.0,7.0,1.0,Playoffs
Champions Tour North America Stage 1: Challengers,"Main Event: 
						Lower Round 1",77794,"Sunday, March 20th 3:30 PM PDT",Haven,Version1,7.0,Sentinels,13.0,TenZ,SEN,jett,2.22,413.0,3.444,,259.0,31.0,9.0,2.0,Regular Season
Champions Tour North America Stage 1: Challengers,"Main Event: 
						Lower Round 1",77794,"Sunday, March 20th 3:30 PM PDT",Ascent,Version1,13.0,Sentinels,9.0,TenZ,SEN,jett,0.71,196.0,0.778,,126.0,14.0,18.0,6.0,Regular Season
Champions Tour North America Stage 1: Challengers,"Main Event: 
						Lower Round 1",77794,"Sunday, March 20th 3:30 PM PDT",Fracture,Version1,13.0,Sentinels,8.0,TenZ,SEN,raze,1.07,284.0,1.0,,187.0,19.0,19.0,8.0,Regular Season
Champions Tour North America Stage 1: Masters,"Main Event: 
						Upper Bracket Semifinals",12555,"Sunday, March 14th 2:15 PM PDT",Ascent,Sentinels,13.0,100 Thieves,2.0,TenZ,SEN,jett,,285.0,1.5,,149.0,15.0,10.0,5.0,Playoffs
Champions Tour North America Stage 1: Masters,"Main Event: 
						Upper Bracket Semifinals",12555,"Sunday, March 14th 2:15 PM PDT",Haven,Sentinels,16.0,100 Thieves,14.0,TenZ,SEN,jett,,236.0,1.562,,124.0,25.0,16.0,3.0,Playoffs
G2 Esports Invitational,"Playoffs: 
						Quarterfinals",658,"Sunday, June 21st 6:00 AM PDT",Haven,Team draken,13.0,Team Ex6TenZ,4.0,Ex6TenZ,Team,brimstone,,160.0,0.692,,,9.0,13.0,4.0,Playoffs
G2 Esports Invitational,"Playoffs: 
						Quarterfinals",658,"Sunday, June 21st 6:00 AM PDT",Split,Team draken,13.0,Team Ex6TenZ,4.0,Ex6TenZ,Team,brimstone,,234.0,0.929,,,13.0,14.0,5.0,Playoffs
PAX Arena Invitational,"Tournament: 
						Grand Finals",1270,"Sunday, July 26th 2:15 PM PDT",Ascent,Sentinels,13.0,Cloud9,11.0,TenZ,C9,jett,,326.0,1.087,,,25.0,23.0,5.0,Playoffs
PAX Arena Invitational,"Tournament: 
						Grand Finals",1270,"Sunday, July 26th 2:15 PM PDT",Haven,Sentinels,6.0,Cloud9,13.0,TenZ,C9,jett,,339.0,1.4,,,21.0,15.0,6.0,Playoffs
PAX Arena Invitational,"Tournament: 
						Grand Finals",1270,"Sunday, July 26th 2:15 PM PDT",Bind,Sentinels,13.0,Cloud9,11.0,TenZ,C9,raze,,268.0,1.111,,,20.0,18.0,4.0,Playoffs
PAX Arena Invitational,"Tournament: 
						Grand Finals",1270,"Sunday, July 26th 2:15 PM PDT",Split,Sentinels,13.0,Cloud9,7.0,TenZ,C9,viper,,246.0,0.941,,,16.0,17.0,2.0,Playoffs
Champions Tour 2023: Americas Last Chance Qualifier,"Main Event: 
						Upper Quarterfinals",232730,"Sunday, July 16th 4:45 PM PDT",Pearl,Sentinels,12.0,100 Thieves,14.0,TenZ,SEN,kayo,0.95,212.0,0.95,,129.0,19.0,20.0,14.0,Playoffs
Champions Tour 2023: Americas Last Chance Qualifier,"Main Event: 
						Upper Quarterfinals",232730,"Sunday, July 16th 4:45 PM PDT",Split,Sentinels,13.0,100 Thieves,7.0,TenZ,SEN,jett,1.13,236.0,1.214,,144.0,17.0,14.0,6.0,Playoffs
Champions Tour 2023: Americas Last Chance Qualifier,"Main Event: 
						Upper Quarterfinals",232730,"Sunday, July 16th 4:45 PM PDT",Bind,Sentinels,13.0,100 Thieves,7.0,TenZ,SEN,yoru,1.27,259.0,1.462,,162.0,19.0,13.0,5.0,Playoffs
Challengers 2025: Japan Split 3,"Main Stage: 
						Week 1",510412,"Sunday, July 13th 12:00 AM PDT",Unknown,Unknown,,Unknown,,MrTenzouEz,FL,,,,,,,,,,Regular Season
Challengers 2025: Japan Split 3,"Main Stage: 
						Week 1",510412,"Sunday, July 13th 12:00 AM PDT",TBD,FENNEL,0.0,DFM Academy,0.0,MrTenzouEz,FL,,,,,,,,,,Regular Season
Pulse Invitational,"Playoffs: 
						Grand Final",1083,"Sunday, July 12th 5:20 PM PDT",Bind,Cloud9,8.0,Gen.G,13.0,TenZ,C9,jett,,184.0,0.667,,,10.0,15.0,5.0,Playoffs
Pulse Invitational,"Playoffs: 
						Grand Final",1083,"Sunday, July 12th 5:20 PM PDT",Ascent,Cloud9,7.0,Gen.G,13.0,TenZ,C9,jett,,228.0,0.824,,,14.0,17.0,2.0,Playoffs
Pulse Invitational,"Playoffs: 
						Semifinals",1082,"Sunday, July 12th 12:00 PM PDT",Ascent,Cloud9,13.0,together we are terrific,7.0,TenZ,C9,jett,,318.0,1.533,,,23.0,15.0,0.0,Playoffs
Pulse Invitational,"Playoffs: 
						Semifinals",1082,"Sunday, July 12th 12:00 PM PDT",Bind,Cloud9,13.0,together we are terrific,3.0,TenZ,C9,jett,,332.0,2.0,,,20.0,10.0,3.0,Playoffs
Champions Tour Japan Stage 3: Challengers 1,"Main Event: 
						Group B",26097,"Sunday, July 11th 3:40 AM PDT",Bind,BlackBird Ignis,13.0,Gaming Team SELECTOR,15.0,MrTenzouEz,GTS,skye,1.17,232.0,1.278,,133.0,23.0,18.0,5.0,Regular Season
Champions Tour Japan Stage 3: Challengers 1,"Main Event: 
						Group B",26097,"Sunday, July 11th 3:40 AM PDT",Haven,BlackBird Ignis,13.0,Gaming Team SELECTOR,11.0,MrTenzouEz,GTS,skye,0.91,192.0,1.0,,125.0,17.0,17.0,3.0,Regular Season
Champions Tour Japan Stage 3: Challengers 1,"Main Event: 
						Group B",26096,"Sunday, July 11th 1:25 AM PDT",Split,Crazy Raccoon,13.0,Gaming Team SELECTOR,4.0,MrTenzouEz,GTS,skye,0.37,82.0,0.333,,66.0,5.0,15.0,2.0,Regular Season
Champions Tour Japan Stage 3: Challengers 1,"Main Event: 
						Group B",26096,"Sunday, July 11th 1:25 AM PDT",Ascent,Crazy Raccoon,13.0,Gaming Team SELECTOR,11.0,MrTenzouEz,GTS,skye,1.1,227.0,1.111,,169.0,20.0,18.0,5.0,Regular Season
Champions Tour North America Stage 3: Challengers 1,"Main Event: 
						Grand Final",25200,"Sunday, July 11th 12:00 PM PDT",Haven,XSET,13.0,Sentinels,9.0,TenZ,SEN,jett,0.84,186.0,0.684,,111.0,13.0,19.0,7.0,Playoffs
Champions Tour North America Stage 3: Challengers 1,"Main Event: 
						Grand Final",25200,"Sunday, July 11th 12:00 PM PDT",Breeze,XSET,7.0,Sentinels,13.0,TenZ,SEN,jett,1.3,244.0,1.545,,151.0,17.0,11.0,7.0,Playoffs
Champions Tour North America Stage 3: Challengers 1,"Main Event: 
						Grand Final",25200,"Sunday, July 11th 12:00 PM PDT",Icebox,XSET,12.0,Sentinels,14.0,TenZ,SEN,raze,1.14,267.0,1.211,,172.0,23.0,19.0,2.0,Playoffs
Champions Tour North America Stage 3: Challengers 1,"Main Event: 
						Grand Final",25200,"Sunday, July 11th 12:00 PM PDT",Ascent,XSET,10.0,Sentinels,13.0,TenZ,SEN,jett,1.51,370.0,1.765,,186.0,30.0,17.0,5.0,Playoffs
Ludwig x Tarik Invitational,"Main Event: 
						Lower Final",166335,"Sunday, January 15th 10:00 AM PST",Fracture,Sentinels,9.0,TSM,13.0,TenZ,SEN,kayo,1.07,224.0,1.062,,141.0,17.0,16.0,9.0,Playoffs
Ludwig x Tarik Invitational,"Main Event: 
						Lower Final",166335,"Sunday, January 15th 10:00 AM PST",Icebox,Sentinels,6.0,TSM,13.0,TenZ,SEN,kayo,0.85,220.0,0.765,,152.0,13.0,17.0,13.0,Playoffs
Challengers 2025: Japan Split 1,"Main Stage: 
						Lower Round 4",438182,"Sunday, February 16th 1:25 AM PST",Haven,NOEZ FOXX,13.0,FENNEL,9.0,MrTenzouEz,FL,sova,0.83,185.0,0.824,,124.0,14.0,17.0,2.0,Regular Season
Challengers 2025: Japan Split 1,"Main Stage: 
						Lower Round 4",438182,"Sunday, February 16th 1:25 AM PST",Lotus,NOEZ FOXX,13.0,FENNEL,9.0,MrTenzouEz,FL,fade,1.41,303.0,1.5,,188.0,24.0,16.0,7.0,Regular Season
AfreecaTV Valorant League,"Playoffs: 
						Grand Final",286660,"Sunday, December 10th 1:25 AM PST",Split,Sentinels,13.0,Paper Rex,7.0,TenZ,SEN,omen,0.94,163.0,0.786,,103.0,11.0,14.0,10.0,Playoffs
AfreecaTV Valorant League,"Playoffs: 
						Grand Final",286660,"Sunday, December 10th 1:25 AM PST",Sunset,Sentinels,13.0,Paper Rex,10.0,TenZ,SEN,omen,1.01,231.0,0.895,,145.0,17.0,19.0,13.0,Playoffs
AfreecaTV Valorant League,"Playoffs: 
						Grand Final",286660,"Sunday, December 10th 1:25 AM PST",Breeze,Sentinels,13.0,Paper Rex,6.0,TenZ,SEN,kayo,1.6,286.0,1.667,,178.0,20.0,12.0,14.0,Playoffs
Pop Flash Invitational,"Tournament: 
						Lower Final",2139,"Sunday, August 30th 12:00 PM PDT",Ascent,Cloud9,11.0,ENVY,13.0,TenZ,C9,reyna,,282.0,1.533,,173.0,23.0,15.0,8.0,Playoffs
Pop Flash Invitational,"Tournament: 
						Lower Final",2139,"Sunday, August 30th 12:00 PM PDT",Split,Cloud9,7.0,ENVY,13.0,TenZ,C9,raze,,284.0,1.188,,248.0,19.0,16.0,3.0,Playoffs
Valorant Champions 2024,"Playoffs: 
						Lower Round 2",378834,"Sunday, August 18th 1:00 AM PDT",Sunset,Sentinels,13.0,FNATIC,11.0,TenZ,SEN,omen,0.72,145.0,0.667,,105.0,12.0,18.0,8.0,Playoffs
Valorant Champions 2024,"Playoffs: 
						Lower Round 2",378834,"Sunday, August 18th 1:00 AM PDT",Bind,Sentinels,9.0,FNATIC,13.0,TenZ,SEN,gekko,0.71,148.0,0.611,,104.0,11.0,18.0,9.0,Playoffs
Valorant Champions 2024,"Playoffs: 
						Lower Round 2",378834,"Sunday, August 18th 1:00 AM PDT",Lotus,Sentinels,13.0,FNATIC,6.0,TenZ,SEN,omen,0.87,166.0,0.769,,101.0,10.0,13.0,14.0,Playoffs
Knights Invitational Gauntlet Series,"Playoffs: 
						Lower Final",1897,"Sunday, August 16th 6:45 PM PDT",Unknown,Unknown,,Unknown,,TenZ,C9,raze,,145.0,,,93.0,9.0,16.0,1.0,Playoffs
Knights Invitational Gauntlet Series,"Playoffs: 
						Lower Round 3",1896,"Sunday, August 16th 5:25 PM PDT",Unknown,Unknown,,Unknown,,TenZ,C9,jett,,350.0,,,226.0,34.0,18.0,4.0,Playoffs
Knights Invitational Gauntlet Series,"Playoffs: 
						Lower Round 2",1893,"Sunday, August 16th 4:15 PM PDT",Unknown,Unknown,,Unknown,,TenZ,C9,jett,,284.0,,,173.0,25.0,18.0,7.0,Playoffs
Knights Invitational Gauntlet Series,"Playoffs: 
						Lower Round 1",1890,"Sunday, August 16th 3:05 PM PDT",Unknown,Unknown,,Unknown,,TenZ,C9,raze,,299.0,,,185.0,21.0,14.0,11.0,Playoffs
Knights Invitational Gauntlet Series,"Playoffs: 
						Upper Quarterfinals",1883,"Sunday, August 16th 1:55 PM PDT",Unknown,Unknown,,Unknown,,TenZ,C9,jett,,215.0,,,124.0,17.0,18.0,2.0,Playoffs
Champions Tour North America Stage 3: Challengers Playoffs,"Main Event: 
						Grand Final",29398,"Sunday, August 15th 12:00 PM PDT",Bind,Sentinels,13.0,100 Thieves,11.0,TenZ,SEN,reyna,1.53,289.0,1.857,,163.0,26.0,14.0,6.0,Playoffs
Champions Tour North America Stage 3: Challengers Playoffs,"Main Event: 
						Grand Final",29398,"Sunday, August 15th 12:00 PM PDT",Breeze,Sentinels,11.0,100 Thieves,13.0,TenZ,SEN,jett,1.19,265.0,1.294,,156.0,22.0,17.0,2.0,Playoffs
Champions Tour North America Stage 3: Challengers Playoffs,"Main Event: 
						Grand Final",29398,"Sunday, August 15th 12:00 PM PDT",Haven,Sentinels,13.0,100 Thieves,6.0,TenZ,SEN,jett,0.98,164.0,1.0,,109.0,11.0,11.0,3.0,Playoffs
Champions Tour North America Stage 3: Challengers Playoffs,"Main Event: 
						Grand Final",29398,"Sunday, August 15th 12:00 PM PDT",Split,Sentinels,13.0,100 Thieves,5.0,TenZ,SEN,reyna,1.28,250.0,1.077,,163.0,14.0,13.0,9.0,Playoffs
Champions Tour North America Stage 2: Challengers 2,"Main Event: 
						Grand Finals",16997,"Sunday, April 25th 12:00 PM PDT",Bind,Cloud9,4.0,Sentinels,13.0,TenZ,SEN,reyna,1.69,346.0,2.0,,230.0,22.0,11.0,6.0,Playoffs
Champions Tour North America Stage 2: Challengers 2,"Main Event: 
						Grand Finals",16997,"Sunday, April 25th 12:00 PM PDT",Haven,Cloud9,6.0,Sentinels,13.0,TenZ,SEN,jett,1.44,267.0,1.636,,175.0,18.0,11.0,8.0,Playoffs
Champions Tour North America Stage 2: Challengers 2,"Main Event: 
						Grand Finals",16997,"Sunday, April 25th 12:00 PM PDT",Split,Cloud9,12.0,Sentinels,14.0,TenZ,SEN,reyna,1.0,232.0,1.0,,152.0,20.0,20.0,8.0,Playoffs
Renegades x NSG Invitational,"Main Event: 
						Group B (Decider)",3687,"Saturday, October 17th 1:30 PM PDT",Ascent,Complexity,4.0,Cloud9,13.0,TenZ,C9,jett,,240.0,1.0,,132.0,13.0,13.0,6.0,Regular Season
Renegades x NSG Invitational,"Main Event: 
						Group B (Decider)",3687,"Saturday, October 17th 1:30 PM PDT",Haven,Complexity,7.0,Cloud9,13.0,TenZ,C9,reyna,,306.0,1.833,,178.0,22.0,12.0,6.0,Regular Season
Renegades x NSG Invitational,"Main Event: 
						Group B (Elimination)",3679,"Saturday, October 17th 11:00 AM PDT",Unknown,Unknown,,Unknown,,TenZ,C9,reyna,,420.0,,,234.0,27.0,12.0,5.0,Regular Season
Renegades x NSG Invitational,"Main Event: 
						Group B (Opening)",3672,"Saturday, October 17th 10:00 AM PDT",Unknown,Unknown,,Unknown,,TenZ,C9,jett,,160.0,,,86.0,12.0,15.0,0.0,Regular Season
College VALORANT North: Fall 2023,"Playoffs: 
						Round of 32",279642,"Saturday, November 11th 1:00 PM PST",Split,Ohio Northern University,13.0,Queen's Gaels,7.0,EmpitenZ,ONU,raze,0.62,121.0,0.692,,84.0,9.0,13.0,3.0,Playoffs
College VALORANT North: Fall 2023,"Playoffs: 
						Round of 32",279642,"Saturday, November 11th 1:00 PM PST",Ascent,Ohio Northern University,6.0,Queen's Gaels,13.0,EmpitenZ,ONU,phoenix,0.71,145.0,0.692,,94.0,9.0,13.0,1.0,Playoffs
